id,age1,salary,Num_Citylived,jobtype,dv_jt_other,dv_jt_govt,dv_jt_biz,dv_jt_pvt,Payer,dv_payer_parents,dv_payer_self,dv_payer_company,ClsRelativesCnt,Travel,dv_travel_low,dv_travel_medium,dv_travel_high,RelativesAbroad,dv_Rel_yes,dv_Rel_No,AvgBill
7276,44,100000,2,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,525
7277,54,40000,1,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,370.25
7278,46,60000,4,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,620
7279,35,80000,3,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,636
7280,53,60000,4,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,609
7281,30,60000,2,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,522
7282,46,80000,3,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,536
7283,52,60000,4,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,587
7284,49,40000,1,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,523
7285,48,80000,3,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,464.25
7286,44,40000,1,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,572
7287,50,80000,3,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,465.25
7288,34,40000,3,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,500
7289,41,100000,2,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,756.75
7290,56,40000,1,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,494.5
7291,39,60000,4,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,598.75
7292,53,100000,2,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,607
7293,25,60000,2,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,661.75
7294,43,40000,3,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,552.25
7295,32,60000,2,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,690.75
7296,35,60000,2,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,477
7297,50,80000,3,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,602
7298,31,60000,4,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,710
7299,44,80000,1,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,508
7300,45,80000,1,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,526.25
7301,52,100000,2,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,618.75
7302,24,40000,1,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,506.25
7303,34,100000,4,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,725.75
7304,58,80000,1,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,576.75
7305,26,40000,1,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,627
7306,44,80000,3,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,495.25
7307,59,60000,2,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,695.25
7308,65,40000,1,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,405.75
7309,26,80000,3,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,738
7310,53,60000,4,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,500
7311,56,80000,1,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,481.5
7312,34,60000,2,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,612
7313,42,80000,3,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,665
7314,42,40000,1,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,402
7315,47,80000,3,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,576.25
7316,55,100000,4,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,721.25
7317,33,40000,3,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,642
7318,38,80000,1,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,446.25
7319,35,100000,2,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,634.75
7320,59,40000,1,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,403.5
7321,23,40000,1,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,488.5
7322,27,40000,1,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,532.25
7323,32,60000,2,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,520.75
7324,59,40000,3,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,479.75
7325,40,80000,3,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,518
7326,59,60000,2,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,606.5
7327,57,80000,3,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,467.5
7328,31,60000,4,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,631
7329,39,80000,1,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,630
7330,56,60000,2,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,601.5
7331,36,40000,3,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,610
7332,59,100000,2,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,638.25
7333,43,40000,3,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,683
7334,54,80000,1,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,489.25
7335,25,40000,1,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,571
7336,37,100000,4,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,664.75
7337,60,40000,3,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,650.5
7338,42,60000,2,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,599.75
7339,22,40000,3,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,471.5
7340,25,100000,2,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,615
7341,35,40000,1,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,398.25
7342,26,40000,3,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,554.25
7343,29,60000,4,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,791.75
7344,55,40000,1,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,344.75
7345,63,60000,4,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,613.5
7346,30,60000,2,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,520
7347,41,80000,3,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,555
7348,40,80000,3,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,478.25
7349,28,100000,2,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,740.75
7350,55,80000,3,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,427.75
7351,31,40000,3,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,550
7352,36,80000,1,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,545.25
7353,46,100000,2,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,713.75
7354,34,100000,4,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,622
7355,43,40000,3,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,560.25
7356,30,60000,2,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,675.75
7357,35,100000,4,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,596
7358,49,60000,2,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,462
7359,37,80000,3,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,633
7360,55,60000,2,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,514.5
7361,27,60000,4,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,744
7362,37,80000,1,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,571.25
7363,56,100000,2,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,579.25
7364,24,40000,1,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,561.25
7365,51,80000,1,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,606.25
7366,42,80000,3,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,519.25
7367,45,60000,2,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,710.75
7368,58,100000,4,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,634.5
7369,34,100000,2,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,738
7370,37,40000,1,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,521.25
7371,58,60000,2,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,606.25
7372,53,60000,4,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,463
7373,28,60000,2,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,568
7374,53,100000,4,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,736.75
7375,32,100000,2,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,715.75
7376,25,100000,4,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,706
7377,38,40000,3,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,507.25
7378,63,100000,2,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,490.5
7379,27,40000,1,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,592.25
7380,33,60000,2,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,616.75
7381,55,40000,3,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,394.75
7382,63,60000,4,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,638.25
7383,42,60000,2,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,582
7384,39,80000,3,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,503
7385,41,80000,1,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,647
7386,39,40000,3,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,632
7387,63,100000,2,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,607.25
7388,23,40000,1,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,455.25
7389,57,100000,2,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,692.25
7390,36,100000,4,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,635.75
7391,56,40000,3,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,634.5
7392,39,40000,1,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,339.25
7393,46,60000,2,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,581.75
7394,59,100000,4,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,706.5
7395,64,60000,2,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,551.25
7396,44,80000,1,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,620
7397,63,80000,1,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,641.5
7398,33,80000,1,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,587.25
7399,29,100000,2,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,765.75
7400,49,40000,1,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,494
7401,22,100000,4,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,546.25
7402,30,100000,4,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,561
7403,45,40000,3,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,543.25
7404,52,100000,2,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,601
7405,30,60000,2,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,699.75
7406,52,40000,3,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,544.25
7407,42,60000,2,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,497
7408,48,80000,3,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,659
7409,39,80000,1,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,466
7410,58,60000,2,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,498.5
7411,40,40000,3,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,519
7412,35,80000,1,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,546.25
7413,52,100000,2,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,530.75
7414,35,80000,3,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,570.25
7415,34,100000,4,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,807.75
7416,37,40000,3,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,592
7417,55,80000,1,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,534.75
7418,26,100000,2,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,740
7419,45,40000,1,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,423.25
7420,58,100000,4,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,572.5
7421,30,60000,4,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,677.75
7422,63,40000,1,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,422.75
7423,31,60000,2,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,573
7424,57,60000,4,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,488.5
7425,25,40000,3,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,587
7426,34,80000,1,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,445.25
7427,37,40000,1,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,443
7428,30,40000,3,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,592
7429,38,80000,1,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,391.25
7430,35,100000,2,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,618.75
7431,60,40000,1,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,396.5
7432,49,60000,4,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,693.75
7433,60,100000,2,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,471.5
7434,35,60000,2,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,573.75
7435,39,100000,4,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,723
7436,62,60000,4,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,690.25
7437,40,80000,3,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,592
7438,61,60000,2,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,601.5
7439,52,80000,3,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,502
7440,47,80000,1,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,567
7441,65,60000,2,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,560.5
7442,43,80000,1,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,487.25
7443,45,40000,3,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,625
7444,62,100000,2,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,626.25
7445,35,40000,1,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,506
7446,36,100000,4,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,664.75
7447,57,40000,3,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,639.5
7448,41,40000,1,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,394.25
7449,27,100000,2,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,599
7450,32,60000,4,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,740.75
7451,37,100000,2,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,613
7452,50,60000,2,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,578.75
7453,42,80000,1,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,668
7454,35,60000,2,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,460
7455,60,100000,4,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,643.25
7456,24,40000,3,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,487.25
7457,36,80000,1,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,542.25
7458,52,40000,1,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,490
7459,45,40000,3,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,522.25
7460,53,100000,2,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,592
7461,24,60000,2,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,569
7462,59,60000,4,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,559.25
7463,65,100000,2,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,608.5
7464,40,100000,4,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,525
7465,62,40000,3,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,506.75
7466,40,80000,1,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,451
7467,38,80000,1,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,541.25
7468,24,40000,1,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,599.25
7469,28,80000,3,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,534.25
7470,29,100000,4,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,739.75
7471,50,80000,1,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,581.25
7472,54,100000,2,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,518.75
7473,45,80000,3,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,509.25
7474,45,100000,4,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,694.75
7475,23,100000,2,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,639.25
7476,50,40000,1,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,410.25
7477,51,100000,4,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,650
7478,23,60000,4,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,590
7479,34,100000,2,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,727
7480,43,40000,1,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,443.25
7481,44,100000,2,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,637
7482,51,40000,1,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,505.25
7483,63,60000,4,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,476.5
7484,27,60000,2,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,602
7485,56,60000,4,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,509.5
7486,39,80000,3,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,543.25
7487,24,40000,3,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,572.25
7488,30,100000,2,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,712.75
7489,61,80000,3,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,561.75
7490,53,100000,4,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,744.75
7491,61,40000,1,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,455.5
7492,50,40000,3,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,414.25
7493,50,100000,2,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,487
7494,63,100000,2,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,497.5
7495,28,40000,1,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,596.25
7496,43,100000,4,Private,No,No,No,Yes,Self,No,Yes,No,3,Medium,No,Yes,No,No,No,Yes,628
7497,50,60000,4,Private,No,No,No,Yes,Company,No,No,Yes,3,High,No,No,Yes,No,No,Yes,632.75
7498,35,60000,2,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,636
7499,58,60000,2,Business,No,No,Yes,No,Self,No,Yes,No,4,Medium,No,Yes,No,Yes,Yes,No,594.5
7500,60,80000,3,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,533.5
7501,49,40000,3,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,662
7502,29,100000,4,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,704.75
7503,39,100000,4,Other,Yes,No,No,No,Company,No,No,Yes,1,High,No,No,Yes,No,No,Yes,642.75
7504,55,40000,3,Business,No,No,Yes,No,Company,No,No,Yes,4,High,No,No,Yes,Yes,Yes,No,592.5
7505,25,100000,2,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,638
7506,47,40000,1,Other,Yes,No,No,No,Self,No,Yes,No,1,Medium,No,Yes,No,No,No,Yes,324.25
7507,27,100000,2,Government,No,Yes,No,No,Self,No,Yes,No,2,Medium,No,Yes,No,Yes,Yes,No,629
7508,50,60000,2,Government,No,Yes,No,No,Company,No,No,Yes,2,High,No,No,Yes,Yes,Yes,No,578.75
